id	source	langauge	query	souce_id	url	signature
1625	leetcode	python	You have a bomb to defuse, and your time is running out! Your informer will provide you with a circular array code of length of n and a key k.	1652	https://leetcode.com/problems/defuse-the-bomb/	"def decrypt(self, code, k):"
1626	leetcode	python	For a string sequence, a string word is k-repeating if word concatenated k times is a substring of sequence.	1668	https://leetcode.com/problems/maximum-repeating-substring/	"def maxRepeating(self, sequence, word):"
1627	leetcode	python	There is an integer array nums sorted in ascending order (with distinct values).	33	https://leetcode.com/problems/search-in-rotated-sorted-array/	"def search(self, nums, target):"
1628	leetcode	python	You are given a 0-indexed string s that you must perform k replacement operations on.	833	https://leetcode.com/problems/find-and-replace-in-string/	"def findReplaceString(self, s, indices, sources, targets):"
1629	leetcode	python	A ramp in an integer array nums is a pair (i, j) for which i < j and nums[i] <= nums[j]. The width of such a ramp is j - i.	962	https://leetcode.com/problems/maximum-width-ramp/	"def maxWidthRamp(self, nums):"
1630	leetcode	python	You are given a string s consisting of digits and an integer k. A round can be completed if the length of s is greater than k.	2243	https://leetcode.com/problems/calculate-digit-sum-of-a-string/	"def digitSum(self, s, k):"
1631	leetcode	python	You are given a circle represented as (radius, xCenter, yCenter) and an axis-aligned rectangle represented as (x1, y1, x2, y2), where (x1, y1) are the coordinates of the bottom-left corner, and (x2,	1401	https://leetcode.com/problems/circle-and-rectangle-overlapping/	"def checkOverlap(self, radius, xCenter, yCenter, x1, y1, x2, y2):"
1632	leetcode	python	Two strings word1 and word2 are considered almost equivalent if the differences between the frequencies of each letter from 'a' to 'z' between word1 and word2 is at most 3.	2068	https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/	"def checkAlmostEquivalent(self, word1, word2):"
1633	leetcode	python	Given an integer num, repeatedly add all its digits until the result has only one digit, and return it.	258	https://leetcode.com/problems/add-digits/	"def addDigits(self, num):"
1634	leetcode	python	You are given an integer array nums. The range of a subarray of nums is the difference between the largest and smallest element in the subarray.	2104	https://leetcode.com/problems/sum-of-subarray-ranges/	"def subArrayRanges(self, nums):"
1635	leetcode	python	For two strings s and t, we say "t divides s" if and only if s = t + ... + t (i.e., t is concatenated with itself one or more times).	1071	https://leetcode.com/problems/greatest-common-divisor-of-strings/	"def gcdOfStrings(self, str1, str2):"
1636	leetcode	python	Given a non-empty array of integers nums, every element appears twice except for one. Find that single one.	136	https://leetcode.com/problems/single-number/	"def singleNumber(self, nums):"
1637	leetcode	python	You are given an array items, where each items[i] = [typei, colori, namei] describes the type, color, and name of the ith item.	1773	https://leetcode.com/problems/count-items-matching-a-rule/	"def countMatches(self, items, ruleKey, ruleValue):"
1638	leetcode	python	Given an array of integers nums and an integer k, return the number of unique k-diff pairs in the array.	532	https://leetcode.com/problems/k-diff-pairs-in-an-array/	"def findPairs(self, nums, k):"
1639	leetcode	python	You have two types of tiles: a 2 x 1 domino shape and a tromino shape. You may rotate these shapes.	790	https://leetcode.com/problems/domino-and-tromino-tiling/	"def numTilings(self, n):"
1640	leetcode	python	There is a school that has classes of students and each class will be having a final exam. You are given a 2D integer array classes, where classes[i] = [passi, totali].	1792	https://leetcode.com/problems/maximum-average-pass-ratio/	"def maxAverageRatio(self, classes, extraStudents):"
1641	leetcode	python	Given a 0-indexed integer array nums, return true if it can be made strictly increasing after removing exactly one element, or false otherwise. If the array is already strictly increasing, return true.	1909	https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing/	"def canBeIncreasing(self, nums):"
1642	leetcode	python	Given a characters array tasks, representing the tasks a CPU needs to do, where each letter represents a different task. Tasks could be done in any order.	621	https://leetcode.com/problems/task-scheduler/	"def leastInterval(self, tasks, n):"
1643	leetcode	python	The power of the string is the maximum length of a non-empty substring that contains only one unique character. Given a string s, return the power of s.	1446	https://leetcode.com/problems/consecutive-characters/	"def maxPower(self, s):"
1644	leetcode	python	You are given a map of a server center, represented as a m * n integer matrix grid, where 1 means that on that cell there is a server and 0 means	1267	https://leetcode.com/problems/count-servers-that-communicate/	"def countServers(self, grid):"
1645	leetcode	python	Alice has n balloons arranged on a rope. You are given a 0-indexed string colors where colors[i] is the color of the ith balloon. Alice wants the rope to be colorful.	1578	https://leetcode.com/problems/minimum-time-to-make-rope-colorful/	"def minCost(self, colors, neededTime):"
1646	leetcode	python	Given an integer array data representing the data, return whether it is a valid UTF-8 encoding (i.e. it translates to a sequence of valid UTF-8 encoded characters).	393	https://leetcode.com/problems/utf-8-validation/	"def validUtf8(self, data):"
1647	leetcode	python	Given two string arrays word1 and word2, return true if the two arrays represent the same string, and false otherwise.	1662	https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/	"def arrayStringsAreEqual(self, word1, word2):"
1648	leetcode	python	Given an array of strings nums containing n unique binary strings each of length n, return a binary string of length n that does not appear in nums.	1980	https://leetcode.com/problems/find-unique-binary-string/	"def findDifferentBinaryString(self, nums):"
1649	leetcode	python	We are playing the Guessing Game. The game will work as follows: 1. I pick a number between 1 and n. 2. You guess a number. 3.	375	https://leetcode.com/problems/guess-number-higher-or-lower-ii/	"def getMoneyAmount(self, n):"
1650	leetcode	python	Given the root of a binary tree, return the level order traversal of its nodes' values. (i.e., from left to right, level by level).	102	https://leetcode.com/problems/binary-tree-level-order-traversal/	"def levelOrder(self, root):"
1651	leetcode	python	Given an array of non-negative integers nums, you are initially positioned at the first index of the array. Each element in the array represents your maximum jump length at that position.	227	https://leetcode.com/problems/jump-game-ii/	"def jump(self, nums):"
1652	leetcode	python	You are given a 0-indexed 1-dimensional (1D) integer array original, and two integers, m and n.	2022	https://leetcode.com/problems/convert-1d-array-into-2d-array/	"def construct2DArray(self, original, m, n):"
1653	leetcode	python	You are given an n x n grid where you have placed some 1 x 1 x 1 cubes.	892	https://leetcode.com/problems/surface-area-of-3d-shapes/	"def surfaceArea(self, grid):"
1654	leetcode	python	Given the root of a binary tree, find the maximum value v for which there exist different nodes a and b where v = |a.val - b.	1026	https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/	"def maxAncestorDiff(self, root):"
1655	leetcode	python	In a deck of cards, each card has an integer written on it.	914	https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/	"def hasGroupsSizeX(self, deck):"
1656	leetcode	python	You are given an integer n, the number of teams in a tournament that has strange rules: - If the current number of teams is even, each team gets paired with another	1688	https://leetcode.com/problems/count-of-matches-in-tournament/	"def numberOfMatches(self, n):"
1657	leetcode	python	Given a string s, return the length of the longest substring between two equal characters, excluding the two characters. If there is no such substring return -1.	1624	https://leetcode.com/problems/largest-substring-between-two-equal-characters/	"def maxLengthBetweenEqualCharacters(self, s):"
1658	leetcode	python	Given string num representing a non-negative integer num, and an integer k, return the smallest possible integer after removing k digits from num.	402	https://leetcode.com/problems/remove-k-digits/	"def removeKdigits(self, num, k):"
1659	leetcode	python	You have a convex n-sided polygon where each vertex has an integer value. You are given an integer array values where values[i] is the value of the ith vertex (i.e., clockwise order).	1039	https://leetcode.com/problems/minimum-score-triangulation-of-polygon/	"def minScoreTriangulation(self, values):"
1660	leetcode	python	Given a 2D grid consists of 0s (land) and 1s (water).	1254	https://leetcode.com/problems/number-of-closed-islands/	"def closedIsland(self, grid):"
1661	leetcode	python	Given an array nums and an integer target, return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to target.	1546	https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/	"def maxNonOverlapping(self, nums, target):"
1662	leetcode	python	Given the root of a binary tree and an integer limit, delete all insufficient nodes in the tree simultaneously, and return the root of the resulting binary tree.	1080	https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/	"def sufficientSubset(self, root, limit):"
1663	leetcode	python	Given an integer n, return a binary string representing its representation in base -2. Note that the returned string should not have leading zeros unless the string is "0".	1017	https://leetcode.com/problems/convert-to-base-2/	"def baseNeg2(self, n):"
1664	leetcode	python	Given an integer array nums, return the number of elements that have both a strictly smaller and a strictly greater element appear in nums.	2148	https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/	"def countElements(self, nums):"
1665	leetcode	python	Given an integer array arr, partition the array into (contiguous) subarrays of length at most k. After partitioning, each subarray has their values changed to become the maximum value of that subarray.	1043	https://docs.google.com/spreadsheets/d/1MUtHfwbkWO4W69NaNiwv_hgABNfXZu2M69PNgL8PBXs/edit#gid=0	"def maxSumAfterPartitioning(self, arr, k):"
1666	leetcode	python	Given two integers num and k, consider a set of positive integers with the following properties: - The units digit of each integer is k.	2310	https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/	"def minimumNumbers(self, num, k):"
1667	leetcode	python	Given an integer array nums, return true if any value appears at least twice in the array, and return false if every element is distinct.	217	https://leetcode.com/problems/contains-duplicate/	"def containsDuplicate(self, nums):"
1668	leetcode	python	You are given an integer array bloomDay, an integer m and an integer k. You want to make m bouquets.	1482	https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/	"def minDays(self, bloomDay, m, k):"
1669	leetcode	python	You are given a string s of lowercase English letters and an array widths denoting how many pixels wide each lowercase English letter is.	806	https://leetcode.com/problems/number-of-lines-to-write-string/	"def numberOfLines(self, widths, s):"
1670	leetcode	python	You have a set of integers s, which originally contains all the numbers from 1 to n.	645	https://leetcode.com/problems/set-mismatch/	"def findErrorNums(self, nums):"
1671	leetcode	python	A web developer needs to know how to design a web page's size.	492	https://leetcode.com/problems/construct-the-rectangle/	"def constructRectangle(self, area):"
1672	leetcode	python	Given an array of strings strs, group the anagrams together. You can return the answer in any order.	49	https://leetcode.com/problems/group-anagrams/	"def groupAnagrams(self, strs):"
1673	leetcode	python	You are given a sorted array consisting of only integers where every element appears exactly twice, except for one element which appears exactly once. Return the single element that appears only once.	540	https://leetcode.com/problems/single-element-in-a-sorted-array/	"def singleNonDuplicate(self, nums):"
1674	leetcode	python	Given an integer n and an integer array rounds. We have a circular track which consists of n sectors labeled from 1 to n.	1560	https://leetcode.com/problems/most-visited-sector-in-a-circular-track/	"def mostVisited(self, n, rounds):"
1675	leetcode	python	Given two non-negative integers, num1 and num2 represented as string, return the sum of num1 and num2 as a string.	415	https://leetcode.com/problems/add-strings/	"def addStrings(self, num1, num2):"
1676	leetcode	python	A Bitset is a data structure that compactly stores bits. Implement the Bitset class: - Bitset(int size) Initializes the Bitset with size bits, all of which are 0.	2166	https://leetcode.com/problems/design-bitset/	"def fix(self, idx):"
1677	leetcode	python	There is an m x n grid with a ball. The ball is initially at the position [startRow, startColumn].	576	https://leetcode.com/problems/out-of-boundary-paths/	"def findPaths(self, m, n, maxMove, startRow, startColumn):"
1678	leetcode	python	Given an array arr of integers, check if there exists two integers N and M such that N is the double of M ( i.e. N = 2 * M).	1346	https://leetcode.com/problems/check-if-n-and-its-double-exist/	"def checkIfExist(self, arr):"
1679	leetcode	python	ou are given two strings s and t of the same length and an integer maxCost. You want to change s to t.	1208	https://leetcode.com/problems/get-equal-substrings-within-budget/	"def equalSubstring(self, s, t, maxCost):"
1680	leetcode	python	There is an undirected weighted connected graph.	1786	https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/	"def countRestrictedPaths(self, n, edges):"
1681	leetcode	python	There is a robot on an m x n grid. The robot is initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e.	62	https://leetcode.com/problems/unique-paths/	"def uniquePaths(self, m, n):"
1682	leetcode	python	Given a collection of candidate numbers (candidates) and a target number (target), find all unique combinations in candidates where the candidate numbers sum to target.	40	https://leetcode.com/problems/combination-sum-ii/	"def combinationSum2(self, candidates, target):"
1683	leetcode	python	You are given a 0-indexed integer array nums and a target element target. A target index is an index i such that nums[i] == target.	2089	https://leetcode.com/problems/find-target-indices-after-sorting-array/	"def targetIndices(self, nums, target):"
1684	leetcode	python	Given two binary strings a and b, return their sum as a binary string.	67	https://leetcode.com/problems/add-binary/	"def addBinary(self, a, b):"
1685	leetcode	python	Given an array nums of distinct integers, return all the possible permutations. You can return the answer in any order.	46	https://leetcode.com/problems/permutations/	"def permute(self, nums):"
1686	leetcode	python	A binary tree is named Even-Odd if it meets the following conditions: - The root of the binary tree is at level index 0, its children are at level index 1, their	1609	https://leetcode.com/problems/even-odd-tree/	"def isEvenOddTree(self, root):"
1687	leetcode	python	There is a broken calculator that has the integer startValue on its display initially.	991	https://leetcode.com/problems/broken-calculator/	"def brokenCalc(self, startValue, target):"
1688	leetcode	python	A distinct string is a string that is present only once in an array. Given an array of strings arr, and an integer k, return the kth distinct string present in arr.	2053	https://leetcode.com/problems/kth-distinct-string-in-an-array/	"def kthDistinct(self, arr, k):"
1689	leetcode	python	There is a bi-directional graph with n vertices, where each vertex is labeled from 0 to n - 1 (inclusive).	1971	https://leetcode.com/problems/find-if-path-exists-in-graph/	"def validPath(self, n, edges, source, destination):"
1690	leetcode	python	Given a string columnTitle that represents the column title as appears in an Excel sheet, return its corresponding column number.	171	https://leetcode.com/problems/excel-sheet-column-number/	"def titleToNumber(self, columnTitle):"
1691	leetcode	python	Given the root of a Binary Search Tree and a target number k, return true if there exist two elements in the BST such that their sum is equal to the given	653	https://leetcode.com/problems/two-sum-iv-input-is-a-bst/	"def findTarget(self, root, k):"
1692	leetcode	python	You are given four integers row, cols, rCenter, and cCenter. There is a rows x cols matrix and you are on the cell with the coordinates (rCenter, cCenter).	1030	https://leetcode.com/problems/matrix-cells-in-distance-order/	"def allCellsDistOrder(self, rows, cols, rCenter, cCenter):"
1693	leetcode	python	There is a long table with a line of plates and candles arranged on top of it.	2055	https://leetcode.com/problems/plates-between-candles/	"def platesBetweenCandles(self, s, queries):"
1694	leetcode	python	You are given the head of a singly linked-list.	143	https://leetcode.com/problems/reorder-list/	"def reorderList(self, head):"
1695	leetcode	python	A valid IP address consists of exactly four integers separated by single dots. Each integer is between 0 and 255 (inclusive) and cannot have leading zeros. For example, "0.1.2.201" and "192.168.1.	93	https://leetcode.com/problems/restore-ip-addresses/	"def restoreIpAddresses(self, s):"
1696	leetcode	python	Given an integer n, return the number of prime numbers that are strictly less than n.	204	https://leetcode.com/problems/count-primes/	"def countPrimes(self, n):"
1697	leetcode	python	You are given a tree (i.e. a connected, undirected graph that has no cycles) consisting of n nodes numbered from 0 to n - 1 and exactly n - 1 edges.	1519	https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/	"def countSubTrees(self, n, edges, labels):"
1698	leetcode	python	Given the array of integers nums, you will choose two different indices i and j of that array. Return the maximum value of (nums[i]-1)*(nums[j]-1).	1464	https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/	"def maxProduct(self, nums):"
1699	leetcode	python	Given the root of a binary tree, return the most frequent subtree sum. If there is a tie, return all the values with the highest frequency in any order.	508	https://leetcode.com/problems/most-frequent-subtree-sum/	"def findFrequentTreeSum(self, root):"
1700	leetcode	python	You are given an array prices where prices[i] is the price of a given stock on the ith day.	121	https://leetcode.com/problems/best-time-to-buy-and-sell-stock/	"def maxProfit(self, prices):"
1701	leetcode	python	You are playing the following Nim Game with your friend: - Initially, there is a heap of stones on the table.	292	https://leetcode.com/problems/nim-game/	"def canWinNim(self, n):"
1702	leetcode	python	On day 1, one person discovers a secret.	2327	https://leetcode.com/problems/number-of-people-aware-of-a-secret/	"def peopleAwareOfSecret(self, n, delay, forget):"
1703	leetcode	python	We stack glasses in a pyramid, where the first row has 1 glass, the second row has 2 glasses, and so on until the 100th row.	799	https://leetcode.com/problems/champagne-tower/	"def champagneTower(self, poured, query_row, query_glass):"
1704	leetcode	python	You are given a string s consisting only of letters 'a' and 'b'. In a single step you can remove one palindromic subsequence from s.	1332	https://leetcode.com/problems/remove-palindromic-subsequences/	"def removePalindromeSub(self, s):"
1705	leetcode	python	You are given an array of n strings strs, all of the same length. We may choose any deletion indices, and we delete all the characters in those indices for each string.	955	https://leetcode.com/problems/delete-columns-to-make-sorted-ii/	"def minDeletionSize(self, strs):"
1706	leetcode	python	Given a positive integer n, you can apply one of the following operations: 1. If n is even, replace n with n / 2. 2.	397	https://leetcode.com/problems/integer-replacement/	"def integerReplacement(self, n):"
1707	leetcode	python	Given an array of integers nums and an integer limit, return the size of the longest non-empty subarray such that the absolute difference between any two elements of this subarray is less	1438	https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/	"def longestSubarray(self, nums, limit):"
1708	leetcode	python	Given an array of integers nums, half of the integers in nums are odd, and the other half are even.	922	https://leetcode.com/problems/sort-array-by-parity-ii/	"def sortArrayByParityII(self, nums):"
1709	leetcode	python	Given an integer array nums, find a contiguous non-empty subarray within the array that has the largest product, and return the product.	152	https://leetcode.com/problems/maximum-product-subarray/	"def maxProduct(self, nums):"
1710	leetcode	python	An array nums of length n is beautiful if: - nums is a permutation of the integers in the range [1, n].	932	https://leetcode.com/problems/beautiful-array/	"def beautifulArray(self, n):"
1711	leetcode	python	Given n points on a 2D plane where points[i] = [xi, yi], Return the widest vertical area between two points such that no points are inside the area.	1637	https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/	"def maxWidthOfVerticalArea(self, points):"
1712	leetcode	python	There is a programming language with only four operations and one variable X: - ++X and X++ increments the value of the variable X by 1.	2011	https://leetcode.com/problems/final-value-of-variable-after-performing-operations/	"def finalValueAfterOperations(self, operations):"
1713	leetcode	python	A critical point in a linked list is defined as either a local maxima or a local minima.	2058	https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/	"def nodesBetweenCriticalPoints(self, head):"
1714	leetcode	python	You are given a 0-indexed array nums consisting of n positive integers. The array nums is called alternating if: nums[i - 2] == nums[i], where 2 <= i <= n - 1.	2170	https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/	"def minimumOperations(self, nums):"
1715	leetcode	python	There is an n x n grid, with the top-left cell at (0, 0) and the bottom-right cell at (n - 1, n - 1).	2120	https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/	"def executeInstructions(self, n, startPos, s):"
1716	leetcode	python	You are given a string number representing a positive integer and a character digit.	2259	https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/	"def removeDigit(self, number, digit):"
1717	leetcode	python	Given the heads of two singly linked-lists headA and headB, return the node at which the two lists intersect. If the two linked lists have no intersection at all, return null.	160	https://leetcode.com/problems/intersection-of-two-linked-lists/	"def getIntersectionNode(self, headA, headB):"
1718	leetcode	python	Given an array arr of positive integers sorted in a strictly increasing order, and an integer k. Return the kth positive integer that is missing from this array.	1539	https://leetcode.com/problems/kth-missing-positive-number/	"def findKthPositive(self, arr, k):"
1719	leetcode	python	Given an integer array nums, return the largest perimeter of a triangle with a non-zero area, formed from three of these lengths.	976	https://leetcode.com/problems/largest-perimeter-triangle/	"def largestPerimeter(self, nums):"
1720	leetcode	python	There is a supermarket that is frequented by many customers.	1357	https://leetcode.com/problems/apply-discount-every-n-orders/	"def getBill(self, product, amount):"
1721	leetcode	python	Given an integer array nums and an integer k, return true if it is possible to divide this array into k non-empty subsets whose sums are all equal.	698	https://leetcode.com/problems/partition-to-k-equal-sum-subsets/	"def canPartitionKSubsets(self, nums, k):"
1722	leetcode	python	There is an m x n grid, where (0, 0) is the top-left cell and (m - 1, n - 1) is the bottom-right cell.	2087	https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/	"def minCost(self, startPos, homePos, rowCosts, colCosts):"
1723	leetcode	python	You are given a 0-indexed integer array nums of length n.	2270	https://leetcode.com/problems/number-of-ways-to-split-array/	"def waysToSplitArray(self, nums):"
1724	leetcode	python	You are given an array of integers nums. You are also given an integer original which is the first number that needs to be searched for in nums.	2154	https://leetcode.com/problems/keep-multiplying-found-values-by-two/	"def findFinalValue(self, nums, original):"
1725	leetcode	python	Your country has an infinite number of lakes. Initially, all the lakes are empty, but when it rains over the nth lake, the nth lake becomes full of water.	1488	https://leetcode.com/problems/avoid-flood-in-the-city/	"def avoidFlood(self, rains):"
1726	leetcode	python	Solve a given equation and return the value of 'x' in the form of a string "x=#value". The equation contains only '+', '-' operation, the variable 'x' and its coefficient.	640	https://leetcode.com/problems/solve-the-equation/	"def solveEquation(self, equation):"
1727	leetcode	python	You are given an integer array nums and two integers limit and goal. The array nums has an interesting property that abs(nums[i]) <= limit.	1785	https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum/	"def minElements(self, nums, limit, goal):"
1728	leetcode	python	You are given a 0-indexed array of n integers differences, which describes the differences between each pair of consecutive integers of a hidden sequence of length (n + 1).	2145	https://leetcode.com/problems/count-the-hidden-sequences/	"def numberOfArrays(self, differences, lower, upper):"
1729	leetcode	python	Given a palindromic string of lowercase English letters palindrome, replace exactly one character with any lowercase English letter so that the resulting string is not a palindrome and that it is the	1328	https://leetcode.com/problems/break-a-palindrome/	"def breakPalindrome(self, palindrome):"
1730	leetcode	python	Given an integer array nums, return all the different possible increasing subsequences of the given array with at least two elements. You may return the answer in any order.	491	https://leetcode.com/problems/increasing-subsequences/	"def findSubsequences(self, nums):"
1731	leetcode	python	Design a data structure that follows the constraints of a Least Recently Used (LRU) cache. Implement the LRUCache class: - LRUCache(int capacity) Initialize the LRU cache with positive size capacity.	146	https://leetcode.com/problems/lru-cache/	"def get(self, key):"
1732	leetcode	python	Given an n x n matrix where each of the rows and columns is sorted in ascending order, return the kth smallest element in the matrix.	378	https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/	"def kthSmallest(self, matrix, k):"
1733	leetcode	python	Given a string date representing a Gregorian calendar date formatted as YYYY-MM-DD, return the day number of the year.	1154	https://leetcode.com/problems/day-of-the-year/	"def dayOfYear(self, date):"
1734	leetcode	python	Given a triangle array, return the minimum path sum from top to bottom. For each step, you may move to an adjacent number of the row below.	120	https://leetcode.com/problems/triangle/	"def minimumTotal(self, triangle):"
1735	leetcode	python	You are given a 0-indexed 2D array grid of size 2 x n, where grid[r][c] represents the number of points at position (r, c) on the matrix.	2017	https://leetcode.com/problems/grid-game/	"def gridGame(self, grid):"
1736	leetcode	python	Given an unsorted array of integers nums, return the length of the longest consecutive elements sequence. You must write an algorithm that runs in O(n) time.	128	https://leetcode.com/problems/longest-consecutive-sequence/	"def longestConsecutive(self, nums):"
1737	leetcode	python	Given an integer columnNumber, return its corresponding column title as it appears in an Excel sheet.	168	https://leetcode.com/problems/excel-sheet-column-title/	"def convertToTitle(self, columnNumber):"
1738	leetcode	python	Given a binary array nums, return the maximum length of a contiguous subarray with an equal number of 0 and 1.	525	https://leetcode.com/problems/contiguous-array/	"def findMaxLength(self, nums):"
1739	leetcode	python	There are 3n piles of coins of varying size, you and your friends will take piles of coins as follows: - In each step, you will choose any 3 piles of coins	1561	https://leetcode.com/problems/maximum-number-of-coins-you-can-get/	"def maxCoins(self, piles):"
1740	leetcode	python	Given a binary search tree (BST), find the lowest common ancestor (LCA) of two given nodes in the BST.	235	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/	"def lowestCommonAncestor(self, root, p, q):"
1741	leetcode	python	You are given a string array words and a string s, where words[i] and s comprise only of lowercase English letters.	2255	https://leetcode.com/problems/count-prefixes-of-a-given-string/	"def countPrefixes(self, words, s):"
1742	leetcode	python	Design an algorithm that collects daily price quotes for some stock and returns the span of that stock's price for the current day.	901	https://leetcode.com/problems/online-stock-span/	"def next(self, price):"
1743	leetcode	python	You are given an integer array arr. You can choose a set of integers and remove all the occurrences of these integers in the array.	1338	https://leetcode.com/problems/reduce-array-size-to-the-half/	"def minSetSize(self, arr):"
1744	leetcode	python	You have an initial power of power, an initial score of 0, and a bag of tokens where tokens[i] is the value of the ith token (0-indexed).	948	https://leetcode.com/problems/bag-of-tokens/	"def bagOfTokensScore(self, tokens, power):"
1745	leetcode	python	Given a sentence that consists of some words separated by a single space, and a searchWord, check if searchWord is a prefix of any word in sentence.	1455	https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/	"def isPrefixOfWord(self, sentence, searchWord):"
1746	leetcode	python	Given a 2D integer array circles where circles[i] = [xi, yi, ri] represents the center (xi, yi) and radius ri of the ith circle drawn on a grid, return the number of	2249	https://leetcode.com/problems/count-lattice-points-inside-a-circle/	"def countLatticePoints(self, circles):"
1747	leetcode	python	The power of an integer x is defined as the number of steps needed to transform x into 1 using the following steps: - if x is even then x = x	1387	https://leetcode.com/problems/sort-integers-by-the-power-value/	"def getKth(self, lo, hi, k):"
1748	leetcode	python	Given an integer array nums, move all 0's to the end of it while maintaining the relative order of the non-zero elements.	283	https://leetcode.com/problems/move-zeroes/	"def moveZeroes(self, nums):"
1749	leetcode	python	Given a date, return the corresponding day of the week for that date. The input is given as three integers representing the day, month and year respectively.	1185	https://leetcode.com/problems/day-of-the-week/	"def dayOfTheWeek(self, day, month, year):"
1750	leetcode	python	Given an integer array nums, handle multiple queries of the following type: 1. Calculate the sum of the elements of nums between indices left and right inclusive where left <= right.	303	https://leetcode.com/problems/range-sum-query-immutable/	"def sumRange(self, left, right):"
1751	leetcode	python	Given a binary array nums and an integer k, return the maximum number of consecutive 1's in the array if you can flip at most k 0's.	1004	https://leetcode.com/problems/max-consecutive-ones-iii/	"def longestOnes(self, nums, k):"
1752	leetcode	python	Given two 0-indexed integer arrays nums1 and nums2, return a list answer of size 2 where: - answer[0] is a list of all distinct integers in nums1 which are not present in	2215	https://leetcode.com/problems/find-the-difference-of-two-arrays/	"def findDifference(self, nums1, nums2):"
1753	leetcode	python	You are given the string croakOfFrogs, which represents a combination of the string "croak" from different frogs, that is, multiple frogs can croak at the same time, so multiple "croak" are mixed.	1419	https://leetcode.com/problems/minimum-number-of-frogs-croaking/	"def minNumberOfFrogs(self, croakOfFrogs):"
1754	leetcode	python	Given an integer array nums and an integer k, return true if nums has a continuous subarray of size at least two whose elements sum up to a multiple of k, or	523	https://leetcode.com/problems/continuous-subarray-sum/	"def checkSubarraySum(self, nums, k):"
1755	leetcode	python	Given a string licensePlate and an array of strings words, find the shortest completing word in words. A completing word is a word that contains all the letters in licensePlate.	748	https://leetcode.com/problems/shortest-completing-word/	"def shortestCompletingWord(self, licensePlate, words):"
1756	leetcode	python	You are given the root of a binary tree that consists of exactly 3 nodes: the root, its left child, and its right child.	2236	https://leetcode.com/problems/root-equals-sum-of-children/	"def checkTree(self, root):"
1757	leetcode	python	Given a string s and a dictionary of strings wordDict, return true if s can be segmented into a space-separated sequence of one or more dictionary words.	139	https://leetcode.com/problems/word-break/	"def wordBreak(self, s, wordDict):"
1758	leetcode	python	Design the CombinationIterator class: - CombinationIterator(string characters, int combinationLength) Initializes the object with a string characters of sorted distinct lowercase English letters and a number combinationLength as arguments.	1286	https://leetcode.com/problems/iterator-for-combination/	"def next(self):"
1759	leetcode	python	You are given an m x n matrix M initialized with all 0's and an array of operations ops, where ops[i] = [ai, bi] means M[x][y] should be incremented by one for	598	https://leetcode.com/problems/range-addition-ii/	"def maxCount(self, m, n, ops):"
1760	leetcode	python	You are given an array of integers nums and an integer target.	1498	https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/	"def numSubseq(self, nums, target):"
1761	leetcode	python	Given an integer n, return true if it is a power of four. Otherwise, return false.	342	https://leetcode.com/problems/power-of-four/	"def isPowerOfFour(self, n):"
1762	leetcode	python	You are given an array of positive integers beans, where each integer represents the number of magic beans found in a particular magic bag.	2172	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/	"def minimumRemoval(self, beans):"
1763	leetcode	python	You are given the root of a binary tree with n nodes where each node in the tree has node.val coins. There are n coins in total throughout the whole tree.	979	https://leetcode.com/problems/distribute-coins-in-binary-tree/	"def distributeCoins(self, root):"
1764	leetcode	python	Given an integer numRows, return the first numRows of Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown:	118	https://leetcode.com/problems/pascals-triangle/	"def generate(self, numRows):"
