id	source	language	query	source_id	url
1840	leetcode	python	You are given an integer total indicating the amount of money you have. You are also given two integers cost1 and cost2 indicating the price of a pen and pencil respectively.	2240	https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/
1841	leetcode	python	You are given an integer array coins of length n which represents the n coins that you own. The value of the ith coin is coins[i].	1798	https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/
1842	leetcode	python	Given the head of a linked list, rotate the list to the right by k places.	61	https://leetcode.com/problems/rotate-list/
1843	leetcode	python	Given an integer num, return three consecutive integers (as a sorted array) that sum to num. If num cannot be expressed as the sum of three consecutive integers, return an empty array.	2177	https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
1844	leetcode	python	You are given a 0-indexed integer array nums and an integer k. You are initially standing at index 0.	1696	https://leetcode.com/problems/jump-game-vi/
1845	leetcode	python	You are given two strings word1 and word2. Merge the strings by adding letters in alternating order, starting with word1.	1768	https://leetcode.com/problems/merge-strings-alternately/
1846	leetcode	python	Given an array of integers nums, you start with an initial positive value startValue.	1413	https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1847	leetcode	python	Given a 0-indexed integer array nums of length n and an integer k, return the number of pairs (i, j) where 0 <= i < j < n, such that nums[i] ==	2176	https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/
1848	leetcode	python	Given an integer array nums of size n, return the minimum number of moves required to make all array elements equal.	462	https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/
1849	leetcode	python	Given a string of English letters s, return the greatest English letter which occurs as both a lowercase and uppercase letter in s. The returned letter should be in uppercase.	2309	https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/
1850	leetcode	python	Given a circular integer array nums (i.e., the next element of nums[nums.length - 1] is nums[0]), return the next greater number for every element in nums.	503	https://leetcode.com/problems/next-greater-element-ii/
1851	leetcode	python	Given an integer array of size n, find all elements that appear more than ⌊ n/3 ⌋ times.	229	https://leetcode.com/problems/majority-element-ii/
1852	leetcode	python	Given two string arrays words1 and words2, return the number of strings that appear exactly once in each of the two arrays.	2085	https://leetcode.com/problems/count-common-words-with-one-occurrence/
1853	leetcode	python	Given two strings first and second, consider occurrences in some text of the form "first second third", where second comes immediately after first, and third comes immediately after second.	1078	https://leetcode.com/problems/occurrences-after-bigram/
1854	leetcode	python	Given an integer array of even length arr, return true if it is possible to reorder arr such that arr[2 * i + 1] = 2 * arr[2 * i] for every	954	https://leetcode.com/problems/array-of-doubled-pairs/
1855	leetcode	python	Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.	557	https://leetcode.com/problems/reverse-words-in-a-string-iii/
1856	leetcode	python	Given two integers left and right, return the count of numbers in the inclusive range [left, right] having a prime number of set bits in their binary representation.	762	https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/
1857	leetcode	python	Given an integer array nums, move all the even integers at the beginning of the array followed by all the odd integers. Return any array that satisfies this condition.	905	https://leetcode.com/problems/sort-array-by-parity/
1858	leetcode	python	Given an integer array arr, remove a subarray (can be empty) from arr such that the remaining elements in arr are non-decreasing. Return the length of the shortest subarray to remove.	1574	https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
1859	leetcode	python	Given an array nums, return true if the array was originally sorted in non-decreasing order, then rotated some number of positions (including zero). Otherwise, return false.	1752	https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1860	leetcode	python	Given a binary string s ​​​​​without leading zeros, return true​​​ if s contains at most one contiguous segment of ones. Otherwise, return false.	1784	https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones/
1861	leetcode	python	A square triple (a,b,c) is a triple where a, b, and c are integers and a2 + b2 = c2.	1925	https://leetcode.com/problems/count-square-sum-triples/
1862	leetcode	python	Given an integer x, return true if x is palindrome integer. An integer is a palindrome when it reads the same backward as forward.	9	https://leetcode.com/problems/palindrome-number/
1863	leetcode	python	Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/
1864	leetcode	python	Given three integers x, y, and bound, return a list of all the powerful integers that have a value less than or equal to bound.	970	https://leetcode.com/problems/powerful-integers/
1865	leetcode	python	Given an integer array nums and two integers left and right, return the number of contiguous non-empty subarrays such that the value of the maximum array element in that subarray is in	795	https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
1866	leetcode	python	Given a string s, find the longest palindromic subsequence's length in s.	516	https://leetcode.com/problems/longest-palindromic-subsequence/
1867	leetcode	python	We are given a list nums of integers representing a list compressed with run-length encoding. Consider each adjacent pair of elements [freq, val] = [nums[2*i], nums[2*i+1]] (with i >= 0).	1313	https://leetcode.com/problems/decompress-run-length-encoded-list/
1868	leetcode	python	Write a function to delete a node in a singly-linked list.	237	https://leetcode.com/problems/delete-node-in-a-linked-list/
1869	leetcode	python	You are given an array nums of positive integers. In one operation, you can choose any number from nums and reduce it to exactly half the number.	2208	https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
1870	leetcode	python	Given two integers representing the numerator and denominator of a fraction, return the fraction in string format. If the fractional part is repeating, enclose the repeating part in parentheses.	166	https://leetcode.com/problems/fraction-to-recurring-decimal/
1871	leetcode	python	The array-form of an integer num is an array representing its digits in left to right order. For example, for num = 1321, the array form is [1,3,2,1].	989	https://leetcode.com/problems/add-to-array-form-of-integer/
1872	leetcode	python	Given a non-negative integer x, compute and return the square root of x.	69	https://leetcode.com/problems/sqrtx/
1873	leetcode	python	Given the root of a binary tree, return the average value of the nodes on each level in the form of an array.	637	https://leetcode.com/problems/average-of-levels-in-binary-tree/
1874	leetcode	python	Given a string s, rearrange the characters of s so that any two adjacent characters are not the same. Return any possible rearrangement of s or return "" if not possible.	767	https://leetcode.com/problems/reorganize-string/
1875	leetcode	python	Given an integer n, return true if it is a power of two. Otherwise, return false.	231	https://leetcode.com/problems/power-of-two/
1876	leetcode	python	A pangram is a sentence where every letter of the English alphabet appears at least once.	1832	https://leetcode.com/problems/check-if-the-sentence-is-pangram/
1877	leetcode	python	Given two integer arrays nums1 and nums2, return an array of their intersection.	350	https://leetcode.com/problems/intersection-of-two-arrays-ii/
1878	leetcode	python	You are given two positive integer arrays spells and potions, of length n and m respectively, where spells[i] represents the strength of the ith spell and potions[j] represents the strength of the	2300	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/
1879	leetcode	python	Given an integer num, return a string representing its hexadecimal representation. For negative integers, two’s complement method is used.	405	https://leetcode.com/problems/convert-a-number-to-hexadecimal/
1880	leetcode	python	You're given strings jewels representing the types of stones that are jewels, and stones representing the stones you have. Each character in stones is a type of stone you have.	771	https://leetcode.com/problems/jewels-and-stones/
1881	leetcode	python	Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise.	572	https://leetcode.com/problems/subtree-of-another-tree//
1882	leetcode	python	You are given a 0-indexed integer array nums, where nums[i] represents the score of the ith student. You are also given an integer k.	1984	https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
1883	leetcode	python	Write a program to count the number of days between two dates. The two dates are given as strings, their format is YYYY-MM-DD as shown in the examples.	1360	https://leetcode.com/problems/number-of-days-between-two-dates/
1884	leetcode	python	You are a professional robber planning to rob houses along a street.	198	https://leetcode.com/problems/house-robber/
1885	leetcode	python	A super ugly number is a positive integer whose prime factors are in the array primes. Given an integer n and an array of integers primes, return the nth super ugly number.	313	https://leetcode.com/problems/super-ugly-number/
1886	leetcode	python	Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area.	221	https://leetcode.com/problems/maximal-square/
1887	leetcode	python	Given an integer array nums, return the maximum result of nums[i] XOR nums[j], where 0 <= i <= j < n.	421	https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
1888	leetcode	python	Given an integer array nums, find the contiguous subarray (containing at least one number) which has the largest sum and return its sum. A subarray is a contiguous part of an array.	53	https://leetcode.com/problems/maximum-subarray/
1889	leetcode	python	You are given a string s and an integer array indices of the same length.	1528	https://leetcode.com/problems/shuffle-string/
1890	leetcode	python	You are given a string s that consists of lower case English letters and brackets. Reverse the strings in each pair of matching parentheses, starting from the innermost one.	1190	https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/
1891	leetcode	python	Given an n x n array of integers matrix, return the minimum sum of any falling path through matrix.	931	https://leetcode.com/problems/minimum-falling-path-sum/
1892	leetcode	python	Given an binary array nums and an integer k, return true if all 1's are at least k places away from each other, otherwise return false.	1437	https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
1893	leetcode	python	You are given an array of n pairs pairs where pairs[i] = [lefti, righti] and lefti < righti.	646	https://leetcode.com/problems/maximum-length-of-pair-chain/
1894	leetcode	python	Given an integer array nums of 2n integers, group these integers into n pairs (a1, b1), (a2, b2), ...	561	https://leetcode.com/problems/array-partition/
1895	leetcode	python	Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array such that nums[i] == nums[j] and abs(i - j)	219	https://leetcode.com/problems/contains-duplicate-ii/
1896	leetcode	python	Given two n x n binary matrices mat and target, return true if it is possible to make mat equal to target by rotating mat in 90-degree increments, or false otherwise.	1886	https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/
1897	leetcode	python	Given an m x n binary matrix mat, return the number of submatrices that have all ones.	1504	https://leetcode.com/problems/count-submatrices-with-all-ones/
1898	leetcode	python	Given a binary tree where node values are digits from 1 to 9.	1457	https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/
1899	leetcode	python	A binary tree is uni-valued if every node in the tree has the same value.	965	https://leetcode.com/problems/univalued-binary-tree/
1900	leetcode	python	You are given an integer mass, which represents the original mass of a planet. You are further given an integer array asteroids, where asteroids[i] is the mass of the ith asteroid.	2126	https://leetcode.com/problems/destroying-asteroids/
1901	leetcode	python	Given an integer array nums that may contain duplicates, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.	90	https://leetcode.com/problems/subsets-ii/
1902	leetcode	python	You are given an array of strings words and a string chars. A string is good if it can be formed by characters from chars (each character can only be used once).	1160	https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
1903	leetcode	python	Given an integer array nums, return the length of the longest strictly increasing subsequence.	300	https://leetcode.com/problems/longest-increasing-subsequence/
1904	leetcode	python	Given an integer array nums and an integer k, return the number of non-empty subarrays that have a sum divisible by k. A subarray is a contiguous part of an array.	974	https://leetcode.com/problems/subarray-sums-divisible-by-k/
1905	leetcode	python	Given the root of a Binary Search Tree (BST), return the minimum absolute difference between the values of any two different nodes in the tree.	530	https://leetcode.com/problems/minimum-absolute-difference-in-bst/
1906	leetcode	python	You are given an integer array nums where the largest integer is unique.	747	https://leetcode.com/problems/largest-number-at-least-twice-of-others/
1907	leetcode	python	Given a string s, return the string after replacing every uppercase letter with the same lowercase letter.	709	https://leetcode.com/problems/to-lower-case/
1908	leetcode	python	Given an array nums. We define a running sum of an array as runningSum[i] = sum(nums[0]…nums[i]). Return the running sum of nums.	1480	https://leetcode.com/problems/running-sum-of-1d-array/
1909	leetcode	python	Given an integer n, add a dot (".") as the thousands separator and return it in string format.	1556	https://leetcode.com/problems/thousand-separator/
1910	leetcode	python	You are given two positive integers n and k. A factor of an integer n is defined as an integer i where n % i == 0.	1492	https://leetcode.com/problems/the-kth-factor-of-n/
1911	leetcode	python	Given the root of a binary tree, return all root-to-leaf paths in any order. A leaf is a node with no children.	257	https://leetcode.com/problems/binary-tree-paths/
1912	leetcode	python	Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands.	200	https://leetcode.com/problems/number-of-islands/
1913	leetcode	python	An integer has sequential digits if and only if each digit in the number is one more than the previous digit.	1291	https://leetcode.com/problems/sequential-digits/
1914	leetcode	python	Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value.	687	https://leetcode.com/problems/longest-univalue-path/
1915	leetcode	python	You are given an integer array nums and an integer x.	1658	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1916	leetcode	python	Given an integer array nums, you need to find one continuous subarray that if you only sort this subarray in ascending order, then the whole array will be sorted in ascending order.	581	https://leetcode.com/problems/shortest-unsorted-continuous-subarray/
1917	leetcode	python	Write a function that reverses a string. The input string is given as an array of characters s. You must do this by modifying the input array in-place with O(1) extra memory.	344	https://leetcode.com/problems/reverse-string/
1918	leetcode	python	Given the root of a binary tree, return the leftmost value in the last row of the tree.	513	https://leetcode.com/problems/find-bottom-left-tree-value/
1919	leetcode	python	Given a list of 24-hour clock time points in "HH:MM" format, return the minimum minutes difference between any two time-points in the list.	539	https://leetcode.com/problems/minimum-time-difference/
1920	leetcode	java	Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/
1921	leetcode	java	There are n rooms labeled from 0 to n - 1 and all the rooms are locked except for room 0. Your goal is to visit all the rooms.	841	https://leetcode.com/problems/keys-and-rooms/
1922	leetcode	java	The complement of an integer is the integer you get when you flip all the 0's to 1's and all the 1's to 0's in its binary representation.	1009	https://leetcode.com/problems/complement-of-base-10-integer/
1923	leetcode	java	Given the head of a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list. Return the linked list sorted as well.	82	https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
1924	leetcode	java	Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle.	119	https://leetcode.com/problems/pascals-triangle-ii/
1925	leetcode	java	You are given a stream of records about a particular stock. Each record contains a timestamp and the corresponding price of the stock at that timestamp.	2034	https://leetcode.com/problems/stock-price-fluctuation/
1926	leetcode	java	You are given a positive integer n representing the number of nodes of a Directed Acyclic Graph (DAG). The nodes are numbered from 0 to n - 1 (inclusive).	2192	https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
1927	leetcode	java	Given an array of positive integers nums, remove the smallest subarray (possibly empty) such that the sum of the remaining elements is divisible by p.	1590	https://leetcode.com/problems/make-sum-divisible-by-p/
1928	leetcode	java	Given the radius and the position of the center of a circle, implement the function randPoint which generates a uniform random point inside the circle.	478	https://leetcode.com/problems/generate-random-point-in-a-circle/
1929	leetcode	java	Given two numbers arr1 and arr2 in base -2, return the result of adding them together.	1073	https://leetcode.com/problems/adding-two-negabinary-numbers/
1930	leetcode	java	You are given the head of a linked list containing unique integer values and an integer array nums that is a subset of the linked list values.	817	https://leetcode.com/problems/linked-list-components/
1931	leetcode	java	Given the array orders, which represents the orders that customers have done in a restaurant.	1418	https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/
1932	leetcode	java	You are given a large sample of integers in the range [0, 255].	1093	https://leetcode.com/problems/statistics-from-a-large-sample/
1933	leetcode	java	Given an array of strings words, return the words that can be typed using letters of the alphabet on only one row of American keyboard like the image below.	500	https://leetcode.com/problems/keyboard-row/
1934	leetcode	java	Given an integer n, find a sequence that satisfies all of the following: - The integer 1 occurs once in the sequence.	1718	https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/
1935	leetcode	java	You are given a large integer represented as an integer array digits, where each digits[i] is the ith digit of the integer.	66	https://leetcode.com/problems/plus-one/
1936	leetcode	java	You are given an array of network towers towers, where towers[i] = [xi, yi, qi] denotes the ith network tower with location (xi, yi) and quality factor qi.	1620	https://leetcode.com/problems/coordinate-with-maximum-network-quality/
1937	leetcode	java	You are given a string s. A split is called good if you can split s into two non-empty strings sleft and sright where their concatenation is equal to s (i.e.	1525	https://leetcode.com/problems/number-of-good-ways-to-split-a-string/
1938	leetcode	java	Implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree (BST): - BSTIterator(TreeNode root) Initializes an object of the BSTIterator class.	173	https://leetcode.com/problems/binary-search-tree-iterator/
1939	leetcode	java	You are given a 2D integer grid of size m x n and an integer x.	2033	https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
1940	leetcode	java	Given an array of integers preorder, which represents the preorder traversal of a BST (i.e., binary search tree), construct the tree and return its root.	1008	https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
1941	leetcode	java	Alice and Bob take turns playing a game, with Alice starting first. Initially, there is a number n on the chalkboard.	1025	https://leetcode.com/problems/divisor-game/
1942	leetcode	java	Given two integer arrays pushed and popped each with distinct values, return true if this could have been the result of a sequence of push and pop operations on an initially empty	946	https://leetcode.com/problems/validate-stack-sequences/
1943	leetcode	java	Given a 0-indexed integer array nums, find the leftmost middleIndex (i.e., the smallest amongst all the possible ones). A middleIndex is an index where nums[0] + nums[1] + ...	1991	https://leetcode.com/problems/find-the-middle-index-in-array/
1944	leetcode	java	You are given a 0-indexed integer array nums. The array nums is beautiful if: - nums.length is even. - nums[i] != nums[i + 1] for all i % 2 == 0.	2216	https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/
1945	leetcode	java	You are given a string s, where every two consecutive vertical bars '|' are grouped into a pair.	2315	https://leetcode.com/problems/count-asterisks/
1946	leetcode	java	A parentheses string is a non-empty string consisting only of '(' and ')'. It is valid if any of the following conditions is true: - It is ().	2116	https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/
1947	leetcode	java	Given an array of integers arr, return true if we can partition the array into three non-empty parts with equal sums.	1013	https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/
1948	leetcode	java	Given an array of integers citations where citations[i] is the number of citations a researcher received for their ith paper and citations is sorted in an ascending order, return compute the researcher's	275	https://leetcode.com/problems/h-index-ii/
1949	leetcode	java	A string is a valid parentheses string (denoted VPS) if and only if it consists of "(" and ")" characters only, and: - It is the empty string, or - It can	1111	https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/
1950	leetcode	java	You are playing a video game where you are defending your city from a group of n monsters.	1921	https://leetcode.com/problems/eliminate-maximum-number-of-monsters/
1951	leetcode	java	You are given a 0-indexed m x n integer matrix grid consisting of distinct integers from 0 to m * n - 1.	2304	https://leetcode.com/problems/minimum-path-cost-in-a-grid/
1952	leetcode	java	You are given an integer n, the number of nodes in a directed graph where the nodes are labeled from 0 to n - 1.	1129	https://leetcode.com/problems/shortest-path-with-alternating-colors/
1953	leetcode	java	Given a string s, return the maximum number of ocurrences of any substring under the following rules: The number of unique characters in the substring must be less than or equal to	1297	https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/
1954	leetcode	java	Given a binary tree, find the lowest common ancestor (LCA) of two given nodes in the tree.	236	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/
1955	leetcode	java	Given an m x n grid of characters board and a string word, return true if word exists in the grid.	79	https://leetcode.com/problems/word-search/
1956	leetcode	java	You are given a string s consisting only of characters 'a' and 'b'​​​​. You can delete any number of characters in s to make s balanced.	1653	https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
1957	leetcode	java	Given the binary representation of an integer as a string s, return the number of steps to reduce it to 1 under the following rules: - If the current number is even,	1404	https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/
1958	leetcode	java	You are given a rectangular cake of size h x w and two arrays of integers horizontalCuts and verticalCuts where: - horizontalCuts[i] is the distance from the top of the rectangular cake	1465	https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/
1959	leetcode	java	You are given the head of a linked list.	2074	https://leetcode.com/problems/reverse-nodes-in-even-length-groups/
1960	leetcode	java	You are given two linked lists: list1 and list2 of sizes n and m respectively. Remove list1's nodes from the ath node to the bth node, and put list2 in their place.	1669	https://leetcode.com/problems/merge-in-between-linked-lists/
1961	leetcode	java	You are given an undirected weighted graph of n nodes (0-indexed), represented by an edge list where edges[i] = [a, b] is an undirected edge connecting the nodes a and b with	1514	https://leetcode.com/problems/path-with-maximum-probability/
1962	leetcode	java	Given the head of a linked list and an integer val, remove all the nodes of the linked list that has Node.val == val, and return the new head.	203	https://leetcode.com/problems/remove-linked-list-elements/
1963	leetcode	java	There is a biker going on a road trip. The road trip consists of n + 1 points at different altitudes.	1732	https://leetcode.com/problems/find-the-highest-altitude//
1964	leetcode	java	An ugly number is a positive integer that is divisible by a, b, or c. Given four integers n, a, b, and c, return the nth ugly number.	1201	https://leetcode.com/problems/ugly-number-iii/
1965	leetcode	java	Given the root of a binary search tree, rearrange the tree in in-order so that the leftmost node in the tree is now the root of the tree, and every node has	897	https://leetcode.com/problems/increasing-order-search-tree/
1966	leetcode	java	You are given a 2D integer array logs where each logs[i] = [birthi, deathi] indicates the birth and death years of the ith person.	1854	https://leetcode.com/problems/maximum-population-year/
1967	leetcode	java	You are given a 2D integer array stockPrices where stockPrices[i] = [dayi, pricei] indicates the price of the stock on day dayi is pricei.	2280	https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/
1968	leetcode	java	Given an integer n, return a string with n characters such that each character in such string occurs an odd number of times. The returned string must contain only lowercase English letters.	1374	https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/
1969	leetcode	java	Given an integer n, return a list of all possible full binary trees with n nodes. Each node of each tree in the answer must have Node.val == 0.	894	https://leetcode.com/problems/all-possible-full-binary-trees/
1970	leetcode	java	You are given an integer array nums. A number x is lonely when it appears only once, and no adjacent numbers (i.e.	2150	https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/
1971	leetcode	java	We have an array arr of non-negative integers. For every (contiguous) subarray sub = [arr[i], arr[i + 1], ...	898	https://leetcode.com/problems/bitwise-ors-of-subarrays/
1972	leetcode	java	Given a string s which represents an expression, evaluate this expression and return its value. The integer division should truncate toward zero. You may assume that the given expression is always valid.	227	https://leetcode.com/problems/basic-calculator-ii/
1973	leetcode	java	You are given a positive integer num consisting of exactly four digits. Split num into two new integers new1 and new2 by using the digits found in num.	2160	https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/
1974	leetcode	java	Given the root of a binary tree, return the sum of values of its deepest leaves.	1302	https://leetcode.com/problems/deepest-leaves-sum/
1975	leetcode	java	You have an array arr of length n where arr[i] = (2 * i) + 1 for all valid values of i (i.e., 0 <= i < n).	1551	https://leetcode.com/problems/minimum-operations-to-make-array-equal/
1976	leetcode	java	Given a string s represents the serialization of a nested list, implement a parser to deserialize it and return the deserialized NestedInteger.	385	https://leetcode.com/problems/mini-parser/
1977	leetcode	java	Given a string text, you want to use the characters of text to form as many instances of the word "balloon" as possible.	1189	https://leetcode.com/problems/maximum-number-of-balloons/
1978	leetcode	java	You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money. Return the number of combinations that make up that amount.	518	https://leetcode.com/problems/coin-change-2/
1979	leetcode	java	Given two integers n and k, construct a list answer that contains n different positive integers ranging from 1 to n and obeys the following requirement: - Suppose this list is answer	667	https://leetcode.com/problems/beautiful-arrangement-ii/
1980	leetcode	java	Given the coordinates of two rectilinear rectangles in a 2D plane, return the total area covered by the two rectangles.	223	https://leetcode.com/problems/rectangle-area/
1981	leetcode	java	You have observations of n + m 6-sided dice rolls with each face numbered from 1 to 6.	2028	https://leetcode.com/problems/find-missing-observations/
1982	leetcode	java	Given a binary string s, return the number of substrings with all characters 1's. Since the answer may be too large, return it modulo 109 + 7.	1513	https://leetcode.com/problems/number-of-substrings-with-only-1s/
1983	leetcode	java	Given a binary string s, you can split s into 3 non-empty strings s1, s2, and s3 where s1 + s2 + s3 = s.	1573	https://leetcode.com/problems/number-of-ways-to-split-a-string/
1984	leetcode	java	You are given an integer array height of length n. There are n vertical lines drawn such that the two endpoints of the ith line are (i, 0) and (i, height[i]).	11	https://leetcode.com/problems/container-with-most-water/
1985	leetcode	java	We are playing the Guess Game. The game is as follows: I pick a number from 1 to n. You have to guess which number I picked.	374	https://leetcode.com/problems/guess-number-higher-or-lower/
1986	leetcode	java	Given a string s, reverse only all the vowels in the string and return it. The vowels are 'a', 'e', 'i', 'o', and 'u', and they can appear in both cases.	345	https://leetcode.com/problems/reverse-vowels-of-a-string/
1987	leetcode	java	Given an n x n binary grid, in one step you can choose two adjacent rows of the grid and swap them.	1536	https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/
1988	leetcode	java	You are given a list of bombs. The range of a bomb is defined as the area where its effect can be felt.	2101	https://leetcode.com/problems/detonate-the-maximum-bombs/
1989	leetcode	java	Given head which is a reference node to a singly-linked list. The value of each node in the linked list is either 0 or 1.	1290	https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/
1990	leetcode	java	An array is monotonic if it is either monotone increasing or monotone decreasing. An array nums is monotone increasing if for all i <= j, nums[i] <= nums[j].	896	https://leetcode.com/problems/monotonic-array/
1991	leetcode	java	There is an undirected star graph consisting of n nodes labeled from 1 to n.	1791	https://leetcode.com/problems/find-center-of-star-graph/
1992	leetcode	java	Every valid email consists of a local name and a domain name, separated by the '@' sign. Besides lowercase letters, the email may contain one or more '.' or '+'.	929	https://leetcode.com/problems/unique-email-addresses/
1993	leetcode	java	There is a party where n friends numbered from 0 to n - 1 are attending.	1942	https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair/
1994	leetcode	java	You have a 2-D grid of size m x n representing a box, and you have n balls. The box is open on the top and bottom sides.	1706	https://leetcode.com/problems/where-will-the-ball-fall/
1995	leetcode	java	Given an integer array nums, reorder it such that nums[0] < nums[1] > nums[2] < nums[3].... You may assume the input array always has a valid answer.	324	https://leetcode.com/problems/wiggle-sort-ii/
1996	leetcode	java	Given a 0-indexed integer array nums of size n, find the maximum difference between nums[i] and nums[j] (i.e.	2016	https://leetcode.com/problems/maximum-difference-between-increasing-elements/
1997	leetcode	java	No-Zero integer is a positive integer that does not contain any 0 in its decimal representation.	1317	https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/
1998	leetcode	java	Given an m x n binary matrix mat, return the number of special positions in mat.	1582	https://leetcode.com/problems/special-positions-in-a-binary-matrix/
1999	leetcode	java	You are given a 0-indexed integer array nums. Rearrange the values of nums according to the following rules: - Sort the values at odd indices of nums in non-increasing order.	2164	https://leetcode.com/problems/sort-even-and-odd-indices-independently/
2000	leetcode	java	You are given two strings current and correct representing two 24-hour times. 24-hour times are formatted as "HH:MM", where HH is between 00 and 23, and MM is between 00 and 59.	2224	https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/
2001	leetcode	java	Alice plays the following game, loosely based on the card game "21". Alice starts with 0 points and draws numbers while she has less than k points.	837	https://leetcode.com/problems/new-21-game/
2002	leetcode	java	Given an integer n, return a list of all simplified fractions between 0 and 1 (exclusive) such that the denominator is less-than-or-equal-to n. You can return the answer in any order.	1447	https://leetcode.com/problems/simplified-fractions/
2003	leetcode	java	Given two arrays arr1 and arr2, the elements of arr2 are distinct, and all elements in arr2 are also in arr1.	1122	https://leetcode.com/problems/relative-sort-array/
2004	leetcode	java	Given an n-ary tree, return the level order traversal of its nodes' values.	429	https://leetcode.com/problems/n-ary-tree-level-order-traversal/
2005	leetcode	java	A magical string s consists of only '1' and '2' and obeys the following rules: - The string s is magical because concatenating the number of contiguous occurrences of characters '1' and	481	https://leetcode.com/problems/magical-string/
2006	leetcode	java	Given two strings a and b, return the minimum number of times you should repeat string a so that string b is a substring of it.	686	https://leetcode.com/problems/repeated-string-match/
2007	leetcode	java	Given an integer array arr, return true if there are three consecutive odd numbers in the array. Otherwise, return false.	1550	https://leetcode.com/problems/three-consecutive-odds/
2008	leetcode	java	Given an integer array arr, and an integer target, return the number of tuples i, j, k such that i < j < k and arr[i] + arr[j] + arr[k] == target.	923	https://leetcode.com/problems/3sum-with-multiplicity/
2009	leetcode	java	You have a bomb to defuse, and your time is running out! Your informer will provide you with a circular array code of length of n and a key k.	1652	https://leetcode.com/problems/defuse-the-bomb/
2010	leetcode	java	For a string sequence, a string word is k-repeating if word concatenated k times is a substring of sequence.	1668	https://leetcode.com/problems/maximum-repeating-substring/
