id	source	langauge	query	souce_id	url
1774	leetcode	python	We want to select three indices i, j and k where (0 <= i < j <= k < arr.length). Let's define a and b as follows.	1442	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
1775	leetcode	python	Given an array of integers arr, and three integers a, b and c. You need to find the number of good triplets.	1534	https://leetcode.com/problems/count-good-triplets/
1776	leetcode	python	Each number from 1 to n is grouped according to the sum of its digits. You are given an integer n.	1399	https://leetcode.com/problems/count-largest-group/
1777	leetcode	python	A laser ray from the southwest corner first meets the east wall at a distance q from the 0th receptor. The test cases are guaranteed so that the ray will meet a receptor eventually.	858	https://leetcode.com/problems/mirror-reflection/
1778	leetcode	python	In English, we have a concept called root, which can be followed by some other word to form another longer word. For example, when the root "an" is followed by the successor word "other", we can form a new word "another"	648	https://leetcode.com/problems/replace-words/
1779	leetcode	python	Given an array, rotate the array to the right by k steps, where k is non-negative.	189	https://leetcode.com/problems/rotate-array/
1780	leetcode	python	You are given a phone number as a string number. number consists of digits, spaces ' ', and/or dashes '-' Reformat the phone number in a certain manner.	1694	https://leetcode.com/problems/reformat-phone-number/
1781	leetcode	python	You are given an integer array coins representing coins of different denominations. Return the fewest number of coins that you need to make up that amount. If that amount of money cannot be made up by any combination of the coins, return -1.	322	https://leetcode.com/problems/coin-change/
1782	leetcode	python	Two binary trees are considered leaf-similar if their leaf value sequence is the same. Consider all the leaves of a binary tree, from left to right order, the values of those leaves form a leafvalue sequence.	872	https://leetcode.com/problems/leaf-similar-trees/
1783	leetcode	python	A sentence is a list of words that are separated by a single space with no leading or trailing spaces. You are given an array of strings sentences. Each sentences[i] represents a single sentence.	2114	https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/
1784	leetcode	python	Return the longest string in the dictionary that can be formed by deleting some of the given string characters. If there is more than one possible result, return the longest word with the smallest lexicographical order. Return the empty string if there is no possible result.	524	https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/
1785	leetcode	python	You are given two integer arrays of equal length target and arr. In one step, you can select any non-empty sub-array of arr and reverse it.	1460	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays/
1786	leetcode	python	There is a directed graph of n nodes with each node labeled from 0 to n - 1. A node is a safe node if every possible path starting from that node leads to a terminal node.	802	https://leetcode.com/problems/find-eventual-safe-states/
1787	leetcode	python	You are given an integer array score of size n, where score[i] is the score of the ith athlete in a competition. Athletes are placed based on their scores, where the 1st place athlete has the highest score.	506	https://leetcode.com/problems/relative-ranks/
1788	leetcode	python	Given three integers n, k, and target, return the number of possible ways to roll the dice so the sum of the face-up numbers equals target. Since the answer may be too large, return it modulo 109 + 7.	1157	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
1789	leetcode	python	24-hour times are formatted as "HH:MM", where HH is between 00 and 23. The earliest 24-hour time is 00:00, and the latest is 23:59.	949	https://leetcode.com/problems/largest-time-for-given-digits/
1790	leetcode	python	An image is represented by an m x n integer grid image where image[i][j] represents the pixel value of the image. You are also given three integers sr, sc, and color.	733	https://leetcode.com/problems/flood-fill/
1791	leetcode	python	A binary string is monotone increasing if it consists of some number of 0's (possibly none), followed by somenumber of 1's (also possibly none) You can flip s[i] changing it from 0 to 1 or from 1 to 0.	926	https://leetcode.com/problems/flip-string-to-monotone-increasing/
1792	leetcode	python	Given two positive integers n and k, the binary string Sn is formed as follows. It is guaranteed that k is valid for the given n.	1545	https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
1793	leetcode	python	Given an m x n matrix, return all elements of the matrix in spiral order.	54	https://leetcode.com/problems/spiral-matrix/
1794	leetcode	python	Formally, a Fibonacci-like sequence is a list f of non-negative integers. Each integer fits in a 32-bit signed integer type. Each piece must not have extra leading zeroes.	842	https://leetcode.com/problems/split-array-into-fibonacci-sequence/
1795	leetcode	python	The tests are generated such that there is exactly one solution. You may not use the same element twice. Your solution must use only constant extra space.	167	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/
1796	leetcode	python	There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle.	1518	https://leetcode.com/problems/water-bottles/
1797	leetcode	python	Given a string s, return true if every 'a' appears before every 'b' in the string. Otherwise, return false.	2124	https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/
1798	leetcode	python	At a lemonade stand, each lemonade costs $5. Customers are standing in a queue to buy from you and order one at a time. Each customer will only buy one lemonade and pay with either a $5, $10, or $20 bill. You must provide the correct change to each customer.	860	https://leetcode.com/problems/lemonade-change/
1799	leetcode	python	Given an integer array nums sorted in non-decreasing order, return an array of the squares of each number.	977	https://leetcode.com/problems/squares-of-a-sorted-array/
1800	leetcode	python	The score of nums is the difference between the maximum and minimum elements in nums. You are given an integer array nums and an integer k. You can apply this operation at most once for each index i.	908	https://leetcode.com/problems/smallest-range-i/
1801	leetcode	python	The Tribonacci sequence Tn is defined as follows: Â T0 = 0, T1 = 1, T2 = 1. Tn+3 = Tn + Tn-1 + TN-2 for n >= 0.	1137	https://leetcode.com/problems/n-th-tribonacci-number/
1802	leetcode	python	A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters. Given a string s and an array of strings words, return the number of words[i] that is a subsequences of s.	792	https://leetcode.com/problems/number-of-matching-subsequences/
1803	leetcode	python	Given a string s and a character letter, return the percentage of characters in s that equal letter rounded down.	2278	https://leetcode.com/problems/percentage-of-letter-in-string/
1804	leetcode	python	A substring is a contiguous sequence of characters in a string. You are given a string s that consists of only digits. Check if we can split s into two or more non-empty substrings such that the numerical values of the substrings are in descending order.	1849	https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values/
1805	leetcode	python	Merge the two lists in a one sorted list. The list should be made by splicing together the nodes of the first two lists. Return the head of the merged linked list.	21	https://leetcode.com/problems/merge-two-sorted-lists/
1806	leetcode	python	A word is a maximal substring consisting of non-space characters only. Given a string s consisting of words and spaces, return the length of the last word in the string.	58	https://leetcode.com/problems/length-of-last-word/
1807	leetcode	python	implement pow(x, n), which calculates x raised to the power n (i.e., xn).	50	https://leetcode.com/problems/powx-n/
1808	leetcode	python	Given a string s containing an out-of-order English representation of digits 0-9, return the digits in ascending order.	423	https://leetcode.com/problems/reconstruct-original-digits-from-english/
1809	leetcode	python	A subarray of an array is a consecutive sequence of zero or more values taken out of that array. Find the maximum length of a subarray where the product of all its elements is positive.	1567	https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/
1810	leetcode	python	Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value.	590	https://leetcode.com/problems/n-ary-tree-postorder-traversal/
1811	leetcode	python	Remove any number of beans (possibly none) from each bag such that the number in each remaining non-empty bag (still containing at least one bean) is equal. Once a bean has been removed from a bag, you are not allowed to return it.	2171	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/
1812	leetcode	python	Take any bag of balls and divide it into two new bags with a positive number of balls. Return the minimum possible penalty after performing the operations.	1760	https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/
1813	leetcode	python	Given an array nums of n, return an array of all the unique quadruplets [nums] such that: a, b, c, d are distinct. You may return the answer in any order.	18	https://leetcode.com/problems/4sum/
1814	leetcode	python	You are given an integer finalSum. Split it into a sum of a maximum number of unique positive even integers. If no valid split exists for finalSum, return an empty list.	2178	https://leetcode.com/problems/maximum-split-of-positive-even-integers/
1815	leetcode	python	The first node is considered odd, and the second node is even, and so on. Given the head of a singly linked list, group all the nodes with odd indices together. You must solve the problem in O(1) extra space complexity.	328	https://leetcode.com/problems/odd-even-linked-list/
1816	leetcode	python	Each node in the graph contains a value (int) and a list of its neighbors. Given a reference of a node in a connected undirected graph, return a deep copy of the graph.	133	https://leetcode.com/problems/clone-graph/
1817	leetcode	python	Given a binary tree, return the bottom-up level order traversal of its nodes' values. (i.e., from left to right, level by level from leaf to root)	107	https://leetcode.com/problems/binary-tree-level-order-traversal-ii/
1818	leetcode	python	A zero-based permutation nums is an array of distinct integers from 0 to nums.length - 1 (inclusive). Given a 0-based nums (0-indexed), build an array ans of the same length where ans[i] = nums[nums[i].	1920	https://leetcode.com/problems/build-array-from-permutation/
1819	leetcode	python	Each character signifies whether the student was absent, late, or present on that day. Return true if the student is eligible for an attendance award, or false otherwise.	551	https://leetcode.com/problems/student-attendance-record-i/
1820	leetcode	python	There are n people, each person has a unique id between 0 and n-1. Given your id and the level of videos, return the list of videos ordered by their frequencies. For videos with the same frequency order them alphabetically from least to greatest.	1311	https://leetcode.com/problems/get-watched-videos-by-your-friends/
1821	leetcode	python	Since the answer may be large, return the answer modulo 10^9 + 7. Return the number of permutations of 1 to n.	1175	https://leetcode.com/problems/prime-arrangements/
1822	leetcode	python	If there are two middle nodes, return the second middle node. Given the head of a singly linked list, give the middle node of the linked list.	876	https://leetcode.com/problems/middle-of-the-linked-list/
1823	leetcode	python	An array a is a subset of an array b if a can be obtained from b by deleting some (possibly zero) elements of b. Two subsets are considered different if the indices of the elements chosen are different.	2044	https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
1824	leetcode	python	Answers within 10-5 of the actual answer will be considered accepted. Return the mean of the remaining integers after removing the smallest 5% and the largest 5% of the elements.	1619	https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
1825	leetcode	python	A kingdom consists of a king, his children, his grandchildren, and so on. Every once in a while, someone in the family dies or a child is born. The kingdom has a well-defined order of inheritance.	1600	https://leetcode.com/problems/throne-inheritance/
1826	leetcode	python	Given an integer n, break it into the sum of k positive integers, where k >= 2. Return the maximum product you can get.	343	https://leetcode.com/problems/integer-break/
1827	leetcode	python	Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature. If there is no future day for which this is possible, keep answer[ i] == 0 instead.	739	https://leetcode.com/problems/daily-temperatures/
1828	leetcode	python	Given an array nums of integers, a move consists of choosing any element and decreasing it by 1. An array A is a zigzag array if either:Every even-indexed element is greater than adjacent elements, ie. A[0] > A[1] < A[2] > a[3] < a[4] > ....	1144	https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/
1829	leetcode	python	For each person i, preferences[i] contains a list of friends sorted in the order of preference. Friends in each list are denoted by integers from 0 to n-1. A friend x is unhappy if x is paired with y and there exists a friend u who is paired. with v but: X prefers u over y, and u prefers x over v.	1583	https://leetcode.com/problems/count-unhappy-friends/
1830	leetcode	python	Given an integer n, return any array containing n unique integers such that they add up to 0.	1304	https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/
1831	leetcode	python	The deletion can be divided into two stages:Search for a node to remove. If the node is found, delete the node. Return the root node reference (possibly updated) of the BST.	450	https://leetcode.com/problems/delete-node-in-a-bst/
1832	leetcode	python	A segment is defined to be a contiguous sequence of non-space characters. Given a string s, return the number of segments in the string.	434	https://leetcode.com/problems/number-of-segments-in-a-string/
1833	leetcode	python	Given a 0-indexed integer array nums, return the number of distinct quadruplets (a, b, c, d) such that: a < b < c < d.	1995	https://leetcode.com/problems/count-special-quadruplets/
1834	leetcode	python	A phrase is a palindrome if, after converting all uppercase letters into lowercase letters and removing all non-alphanumeric characters, it reads the same forward and backward.	125	https://leetcode.com/problems/valid-palindrome/
1835	leetcode	python	A valid parentheses string is either empty "", "(" + A + ")", or A + B, where A and B are valid parentheses strings, and + represents string concatenation. For example, "()", "(())()", and "(()(()))" are all valid parenthesesstrings.	1021	https://leetcode.com/problems/remove-outermost-parentheses/
1836	leetcode	python	There is a special typewriter with lowercase English letters 'a' to 'z' arranged in a circle with a pointer. A character can only be typed if the pointer is pointing to that character.	1974	https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/
1837	leetcode	python	You are given an integer array nums and an integer k. Append k unique positive integers that do not appear in nums to nums such that the resulting total sum is minimum. Return the sum of the k integers appended tonums.	2195	https://leetcode.com/problems/append-k-integers-with-minimal-sum/
1838	leetcode	python	A binary tree's maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node. Given the root of a binary tree, return its maximum depth.	1993	https://leetcode.com/problems/operations-on-tree/
1839	leetcode	python	There are n points on a road you are driving your taxi on. You want to drive from point 1 to point n to make money by picking up passengers. The passengers are represented by a 0-indexed 2D integer array rides.	2008	https://leetcode.com/problems/maximum-earnings-from-taxi/
1840	leetcode	python	Given two integers left and right that represent the range [left, right], return the bitwise AND of all numbers in this range, inclusive.	201	https://leetcode.com/problems/bitwise-and-of-numbers-range/
1841	leetcode	python	An integer x is numerically balanced if for every digit d in the number x, there are exactly d occurrences of that digit in x. Given an integer n, return the smallest numericallybalanced number strictly greater than n.	2048	https://leetcode.com/problems/next-greater-numerically-balanced-number/
1842	leetcode	python	You are given an integer total indicating the amount of money you have. You are also given two integers cost1 and cost2 indicating the price of a pen and pencil respectively. You can spend part or all of your money to buy multiple quantities of each kind of writing utensil.	2240	https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/
1843	leetcode	python	You are given an integer array coins of length n which represents the n coins that you own. You can make some value x if you can choose some of your n coins such that their values sum up to x.	1798	https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/
1844	leetcode	python	Given the head of a linked list, rotate the list to the right by k places.	61	https://leetcode.com/problems/rotate-list/
1845	leetcode	python	Given an integer num, return three consecutive integers (as a sorted array) that sum to num. If num cannot be expressed as the sum of three consecutive integer, return an empty array.	2177	https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
1846	leetcode	python	You are given a 0-indexed integer array nums and an integer k. You are initially standing at index 0. In one move, you can jump at most k steps forward without going outside the boundaries of the array.	1696	https://leetcode.com/problems/jump-game-vi/
1847	leetcode	python	You are given two strings word1 and word2. Merge the strings by adding letters in alternating order, starting with word1. If a string is longer than the other, append additional letters onto the end of the merged string.	1768	https://leetcode.com/problems/merge-strings-alternately/
1848	leetcode	python	Given an array of integers nums, you start with an initial positive value startValue. In each iteration, you calculate the step by step sum of startValue plus elements in nums.	1413	https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1849	leetcode	python	Given a 0-indexed integer array nums of length n and an integer k, return the number of pairs (i, j) where 0 <= i < j < n, such that nums[i] == nums [j] and (i * j) is divisible by k.	2176	https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/
1850	leetcode	python	In one move, you can increment or decrement an element of the array by 1. Test cases are designed so that the answer will fit in a 32-bit integer.	462	https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/
1851	leetcode	python	An English letter b is greater than another letter a if b appears after a in the English alphabet. Given a string of English letters s, return the greatest English letter which occurs as both a lowercase and uppercase in s.	2309	https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/
1852	leetcode	python	The next greater number of a number x is the first greater number to its traversing-order next in the array. If it doesn't exist, return -1 for this number. Given a circular integer array nums (i.e., the next element of nums[nums.length - 1] is nums [0]), return the next greater numbers for every element.	503	https://leetcode.com/problems/next-greater-element-ii/
1853	leetcode	python	Given an integer array of size n, find all elements that appear more than âŒŠ n/3 âŒ‹ times.	229	https://leetcode.com/problems/majority-element-ii/
1854	leetcode	python	Given two string arrays words1 and words2, return the number of strings that appear exactly once in each of the two arrays.	2085	https://leetcode.com/problems/count-common-words-with-one-occurrence/
1855	leetcode	python	Given two strings first and second, consider occurrences in some text of the form "first second third" Return an array of all the words third for each occurrence of " first second third".	1078	https://leetcode.com/problems/occurrences-after-bigram/
1856	leetcode	python	Given an integer array of even length arr, return true if it is possible to reorder arr such that arr[2 * i + 1] = 2 * arr[ 2 * i] for every 0 <= i < len(arr) / 2.	954	https://leetcode.com/problems/array-of-doubled-pairs/
1857	leetcode	python	Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.	557	https://leetcode.com/problems/reverse-words-in-a-string-iii/
1858	leetcode	python	For example, 21 written in binary is 10101, which has 3 set bits. Given two integers left and right, return the count of numbers in the inclusive range.	762	https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/
1859	leetcode	python	Given an integer array nums, move all the even integers at the beginning of the array followed by all the odd integers. Return any array that satisfies this condition.	905	https://leetcode.com/problems/sort-array-by-parity/
1860	leetcode	python	A subarray is a contiguous subsequence of the array. Given an integer array arr, remove a subarray from arr such that the remaining elements in arr are non-decreasing.	1574	https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
1861	leetcode	python	There may be duplicates in the original array. Given an array nums, return true if the array was originally sorted in non-decreasing order, then rotated some number of positions (including zero). Otherwise, return false.	1752	https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1862	leetcode	python	Given a binary string s, return true if s contains at most one contiguous segment of ones. Otherwise, return false.	1784	https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones/
1863	leetcode	python	A square triple (a,b,c) is a triple where a, b, and c are integers. A2 + b2 = c2.	1925	https://leetcode.com/problems/count-square-sum-triples/
1864	leetcode	python	An integer is a palindrome when it reads the same backward as forward. Given an integer x, return true if x is palindromic integer.	9	https://leetcode.com/problems/palindrome-number/
1865	leetcode	python	An Anagram is a word or phrase formed by rearranging the letters of a different word. Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/
1866	leetcode	python	Given three integers x, y, and bound, return a list of all the powerful integers that have a value less than or equal to bound. You may return the answer in any order.	970	https://leetcode.com/problems/powerful-integers/
1867	leetcode	python	You are given an integer array nums. In one move, you can choose one element of nums and change it by any value. Return the minimum difference between the largest and smallest value after performing at most three moves.	1509	https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/
1868	leetcode	python	The test cases are generated so that the answer will fit in a 32-bit integer. Given an integer array nums and two integers left and right, return the number of contiguous non-empty subarrays.	795	https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
1869	leetcode	python	A subsequence is a sequence that can be derived from another sequence by deleting some or no elements. Given a string s, find the longest palindromic subsequence's length in s.	516	https://leetcode.com/problems/longest-palindromic-subsequence/
1870	leetcode	python	We are given a list nums of integers representing a list compressed with run-length encoding. For each adjacent pair of elements [freq, val] there are freq elements with value val concatenated in a sublist. Concatenate all the sublists from left to right to generate the decompressed list.	1313	https://leetcode.com/problems/decompress-run-length-encoded-list/
1871	leetcode	python	It is guaranteed that the node to be deleted is not a tail node in the list. Write a function to delete a node in a singly-linked list. You will not be given access to the head of the list, instead you will be given Access to the node.	237	https://leetcode.com/problems/delete-node-in-a-linked-list/
1872	leetcode	python	You are given an array nums of positive integers. In one operation, you can choose any number from nums and reduce it to exactly half the number. Return the minimum number of operations to reduce the sum of nums by at least half.	2208	https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
1873	leetcode	python	Given two integers representing the numerator and denominator of a fraction, return the fraction in string format. If the fractional part is repeating, enclose the repeating part in parentheses.	166	https://leetcode.com/problems/fraction-to-recurring-decimal/
1874	leetcode	python	The array-form of an integer num is an array representing its digits in left to right order. For example, for num = 1321, the array form is [1,3,2,1].	989	https://leetcode.com/problems/add-to-array-form-of-integer/
1875	leetcode	python	Given a non-negative integer x, compute and return the square root of x. Since the return type is an integer, the decimal digits are truncated, and only the integer part of the result is returned.	69	https://leetcode.com/problems/sqrtx/
1876	leetcode	python	Given the root of a binary tree, return the average value of the nodes on each level in the form of an array. Answers within 10-5 of the actual answer will be accepted.	637	https://leetcode.com/problems/average-of-levels-in-binary-tree/
1877	leetcode	python	Given a string s, rearrange the characters of s so that any two adjacent characters are not the same. Return any possible rearrangement of s or return "" if not possible.	767	https://leetcode.com/problems/reorganize-string/
1878	leetcode	python	An integer n is a power of two, if there exists an integer x such that n == 2x. Given an integer n, return true if it is a powers of two. Otherwise, return false.	231	https://leetcode.com/problems/power-of-two/
1879	leetcode	python	A pangram is a sentence where every letter of the English alphabet appears at least once. Given a string sentence containing only lowercase English letters, return true if sentence is a pangrams.	1832	https://leetcode.com/problems/check-if-the-sentence-is-pangram/
1880	leetcode	python	Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must appear as many times as it shows in both arrays.	350	https://leetcode.com/problems/intersection-of-two-arrays-ii/
1881	leetcode	python	You are given two positive integer arrays spells and potions, of length n and m respectively. A spell and potion pair is considered successful if the product of their strengths is at least success.	2300	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/
1882	leetcode	python	Given an integer num, return a string representing its hexadecimal representation. For negative integers, twoâ€™s complement method is used. All the letters in the answer string should be lowercase characters.	405	https://leetcode.com/problems/convert-a-number-to-hexadecimal/
1883	leetcode	python	Letters are case sensitive, so "a" is considered a different type of stone from "A" You want to know how many of the stones you have are also jewels.	771	https://leetcode.com/problems/jewels-and-stones/
1884	leetcode	python	A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. Given the roots of two binary trees root and subRoot, return true if there is a subtree with the same structure and node values of subRoot.	572	https://leetcode.com/problems/subtree-of-another-tree//
1885	leetcode	python	You are given a 0-indexed integer array nums, where nums[i] represents the score of the ith student. You are also given an integer k. Pick the scores of any k students from the array so that the difference between the highest and lowest of the k scores is minimized.	1984	https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
1886	leetcode	python	The two dates are given as strings, their format is YYYY-MM-DD. Write a program to count the number of days between two dates.	1360	https://leetcode.com/problems/number-of-days-between-two-dates/
1887	leetcode	python	A professional robber plans to rob houses along a street. Each house has a certain amount of money stashed. The only constraint stopping you from robbing each of them is that adjacent houses have security systems connected.	198	https://leetcode.com/problems/house-robber/
1888	leetcode	python	A super ugly number is a positive integer whose prime factors are in the array primes. It is guaranteed to fit in a 32-bit signed integer.	313	https://leetcode.com/problems/super-ugly-number/
1889	leetcode	python	Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area.	221	https://leetcode.com/problems/maximal-square/
1890	leetcode	python	Given an integer array nums, return the maximum result of nums[i] XOR nums [j], where 0 <= i <= j < n.	421	https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
1891	leetcode	python	A subarray is a contiguous part of an array. Given an integer array nums, find the contiguous subarray (containing at least one number) which has the largest sum.	53	https://leetcode.com/problems/maximum-subarray/
1892	leetcode	python	You are given a string s and an integer array indices of the same length. The string s will be shuffled such that the character at the ith position moves to indices[i] in the shuffle.	1528	https://leetcode.com/problems/shuffle-string/
1893	leetcode	python	Reverse the strings in each pair of matching parentheses, starting from the innermost one. Your result should not contain any brackets.	1190	https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/
1894	leetcode	python	A falling path starts at any element in the first row and chooses the next element that is either directly below or diagonally left/right. Given an n x n array of integers matrix, return the minimum sum of any falling path through matrix.	931	https://leetcode.com/problems/minimum-falling-path-sum/
1895	leetcode	python	Given an binary array nums and an integer k, return true if all 1's are at least k places away from each other. Otherwise return false.	1437	https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
1896	leetcode	python	You are given an array of n pairs pairs where pairs[i] = [lefti, righti] and lefti < righti. A chain of pairs can be formed in this fashion.	646	https://leetcode.com/problems/maximum-length-of-pair-chain/
1897	leetcode	python	Given an integer array nums of 2n, group these integers into n pairs (a1, b1), (a2, b2), ..., (an, bn) such that the sum of min(ai, bi) for all i is maximized. Return the maximized sum.	561	https://leetcode.com/problems/array-partition/
1898	leetcode	python	Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array.	219	https://leetcode.com/problems/contains-duplicate-ii/
1899	leetcode	python	Given two n x n binary matrices mat and target, return true if it is possible to make mat equal to target by rotating mat in 90-degree increments, or false otherwise.	1886	https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/
1900	leetcode	python	Given an m x n binary matrix mat, return the number of submatrices that have all ones.	1504	https://leetcode.com/problems/count-submatrices-with-all-ones/
1901	leetcode	python	A path in a binary tree is said to be pseudo-palindromic if at least one permutation of the node values in the path is a palindrome.	1457	https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/
1902	leetcode	python	A binary tree is uni-valued if every node in the tree has the same value. Given the root of a binary tree, return true if the given tree isUnivalued.	965	https://leetcode.com/problems/univalued-binary-tree/
1903	leetcode	python	You can arrange for the planet to collide with the asteroids in any arbitrary order. If the planet is greater than or equal to the mass of the asteroid, the asteroid is destroyed and the planet gains the mass. Otherwise, return false.	2126	https://leetcode.com/problems/destroying-asteroids/
1904	leetcode	python	The solution set must not contain duplicate subsets. Return the solution in any order. Given an integer array nums that may contain duplicates, return all possible subsets (the power set)	90	https://leetcode.com/problems/subsets-ii/
1905	leetcode	python	A string is good if it can be formed by characters from chars (each character can only be used once) Return the sum of lengths of all good strings in words.	1160	https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
1906	leetcode	python	A subsequence is a sequence that can be derived from an array by deleting some or no elements without changing the order of the remaining elements. Given an integer array nums, return the length of the longest strictly increasing subsequence.	300	https://leetcode.com/problems/longest-increasing-subsequence/
1907	leetcode	python	A subarray is a contiguous part of an array. Given an integer array nums and an integer k, return the number of non-empty subarrays that have a sum divisible by k.	974	https://leetcode.com/problems/subarray-sums-divisible-by-k/
1908	leetcode	python	Given the root of a Binary Search Tree (BST), return the minimum absolute difference between the values of any two different nodes in the tree.	530	https://leetcode.com/problems/minimum-absolute-difference-in-bst/
1909	leetcode	python	Determine whether the largest element in an array is at least twice as much as every other number in the array. If it is, return the index of the largest elements, or return -1 otherwise.	747	https://leetcode.com/problems/largest-number-at-least-twice-of-others/
1910	leetcode	python	Given a string s, return the string after replacing every uppercase letter with the same lowercase letter.	709	https://leetcode.com/problems/to-lower-case/
1911	leetcode	python	RunningSum[i] is the running sum of an array. Given an array nums. We define a running sum as sum(nums[0]â€¦nums(i)).	1480	https://leetcode.com/problems/running-sum-of-1d-array/
1912	leetcode	python	Given an integer n, add a dot (".") as the thousands separator and return it in string format.	1556	https://leetcode.com/problems/thousand-separator/
1913	leetcode	python	Consider a list of all factors of n sorted in ascending order, return the kth factor in this list or return -1 if n has less than k factors. A factor of an integer n is defined as an integer i where n % i == 0.	1492	https://leetcode.com/problems/the-kth-factor-of-n/
1914	leetcode	python	A leaf is a node with no children. Given the root of a binary tree, return all root-to-leaf paths in any order.	257	https://leetcode.com/problems/binary-tree-paths/
1915	leetcode	python	An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands.	200	https://leetcode.com/problems/number-of-islands/
1916	leetcode	python	An integer has sequential digits if and only if each digit in the number is one more than the previous digit. Return a sorted list of all the integers that have sequential digits.	1291	https://leetcode.com/problems/sequential-digits/
1917	leetcode	python	Length of the path between two nodes is represented by the number of edges between them. Given the root of a binary tree, return the length of the longest path. This path may or may not pass through the root.	687	https://leetcode.com/problems/longest-univalue-path/
1918	leetcode	python	You are given an integer array nums and an integer x. In one operation, you can either remove the leftmost or the rightmost element from the array. Note that this modifies the array for future operations.	1658	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1919	leetcode	python	Return the shortest such subarray and output its length. Given an integer array nums, you need to find one continuous subarray that if you only sort this subarray in ascending order, then the whole array will be sorted.	581	https://leetcode.com/problems/shortest-unsorted-continuous-subarray/
1920	leetcode	python	Write a function that reverses a string. The input string is given as an array of characters s. modify the input array in-place with O(1) extra memory.	344	https://leetcode.com/problems/reverse-string/
1921	leetcode	python	Given the root of a binary tree, return the leftmost value in the last row of the tree.	513	https://leetcode.com/problems/find-bottom-left-tree-value/
1922	leetcode	python	Given a list of 24-hour clock time points in "HH:MM" format, return the minimum minutes difference between any two time-points in the list.	539	https://leetcode.com/problems/minimum-time-difference/
1923	leetcode	java	Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/
1924	leetcode	java	There are n rooms labeled from 0 to n - 1. All the rooms are locked except for room 0. Your goal is to visit all the rooms. However, you cannot enter a locked room without having its key.	841	https://leetcode.com/problems/keys-and-rooms/
